,Date,AL,AL1M,BA,BA1M,DE,DE1M,EU,EU1M,GR,GR1M,HR,HR1M,RS,RS1M,RU,RU1M,SI,SI1M,TR,TR1M,UA,UA1M,US,US1M
151,Jul 2002,138.28,14.54,1.9715157566,12.62,NA,9.7,1.9715157566,12.62,NA,7.29,7.405722,49.91,61.1620703704,22.2373190073,31.5144,16,228.33848,12.23,1.652279,49.91,5.3288,24.8888,1,4.75
152,Aug 2002,138.062,15.1,2.000227341,11.6,NA,9.72,2.000227341,11.6,NA,7.17,7.549316,49.21,62.2888185185,22.6624668821,31.5563,14.9,232.6756,12.21,1.636376,49.21,5.3291,23.9567,1,4.75
153,Sep 2002,139.28,14.84,1.9941447097,12.87,NA,9.78,1.9941447097,12.87,NA,7.2,7.488554,49.31,62.108468,20.1465332089,31.6251,13.4,232.4664,12.18,1.64719,49.31,5.3295,23.4622,1,4.75
154,Oct 2002,138.653,18.82,1.9941055931,12.21,NA,9.77,1.9941055931,12.21,NA,7.29,7.569149,49.37,62.2674814815,20.4105479821,31.6926,13.7,233.1563,12.1,1.651258,49.37,5.3296,22.9494,1,4.75
155,Nov 2002,136.996,16.35,1.971867806,12.28,NA,9.73,1.971867806,12.28,NA,7.24,7.455646,44.9,61.1641346154,21.4488737072,31.8083,14.7,229.2173,12,1.60394,44.9,5.3304,22.382,1,4.35
156,Dec 2002,134.9661905,14.63,1.9212313673,12.07,NA,9.69,1.9212313673,12.07,NA,7.23,7.306968,44.79,60.3408,19.7146211475,31.8371,14.9,226.2178,11.9,1.586374,44.79,5.3316,21.798,1,4.25
157,Jan 2003,131.66,15.25,1.8417073195,11.42,NA,9.68,1.8417073195,11.42,NA,7.1,7.072432,45.46,58.4373,16.2898702413,31.8152,14.5,217.5326,11.8,1.658401,45.46,5.3327,18.6094,1,4.25
158,Feb 2003,130.18,14.68,1.8155383141,11.28,NA,9.72,1.8155383141,11.28,NA,7.04,7.039793,45.48,58.2282,18.033498428,31.7018,14.1,214.5393,11.6,1.626495,45.48,5.3339,17.6468,1,4.25
159,Mar 2003,129.64,14.87,1.8102966897,11.51,NA,9.58,1.8102966897,11.51,NA,6.99,7.093784,46.87,58.8796,15.2130344919,31.4538,13.3,214.8451153846,11.4,1.661504,46.87,5.3345,17.9624,1,4.25
160,Apr 2003,129.166,15,1.8032948183,11.14,NA,9.63,1.8032948183,11.14,NA,7,6.971539,45.32,59.2239,18.7145294899,31.2122,15.7,214.4403,11.2,1.623187,45.32,5.3341,18.2866,1,4.25
161,May 2003,121.316,13.74,1.6908345933,11.2,NA,9.6,1.6908345933,11.2,NA,6.88,6.538157,41.75,56.5025,16.4251203046,30.9194,12.5,201.6995,11.1,1.495117,41.75,5.3332,17.9041,1,4.25
162,Jun 2003,119,14.3,1.6771828999,10.77,NA,9.48,1.6771828999,10.77,NA,6.76,6.443838,39.17,55.6967,17.2982060976,30.4813,11.8,199.786,10.8,1.421278,39.17,5.333,17.2094,1,4.22
163,Jul 2003,120.31,13.6,1.7200351352,10.56,NA,NA,1.7200351352,10.56,NA,6.61,6.591284,37.24,57.2154,15.8849822286,30.3597,11.9,205.8367,10.5,1.415221503,37.24,5.3321,18.2426,1,4
164,Aug 2003,119.925,13.76,1.7564135732,10.43,NA,NA,1.7564135732,10.43,NA,6.59,6.736895,35.25,58.3994,16.4251203046,30.3478,11.8,210.6733,10.3,1.40038,35.25,5.3317,18.2378,1,4
165,Sep 2003,120.618,14.54,1.7436811199,10.54,NA,NA,1.7436811199,10.54,NA,6.57,6.703212,31.74,58.7425,16.3160256677,30.5953,13.2,210.0532,10.2,1.374556,31.74,5.3316,17.2435,1,4
166,Oct 2003,116.337,15.9,1.6728605156,10.52,NA,NA,1.6728605156,10.52,NA,6.58,6.488812,27.74,56.7228,15.7503064883,30.1649,12.5,201.2363923077,10.1,1.430041,27.74,5.331703,17.7507,1,4
167,Nov 2003,115.517,13.8,1.6717848091,10.51,NA,NA,1.6717848091,10.51,NA,6.63,6.51318,28.12,57.3728,16.0367923672,29.8138,12,201.7175166667,10.1,1.474541,28.12,5.33196,17.7908,1,4
168,Dec 2003,108.69,11.81,1.5915566625,10.56,NA,NA,1.5915566625,10.56,NA,6.68,6.2667,28,55.604,15.4813845734,29.4391,12.4,193.004664,9.9,1.429901,28,5.331797,17.8546,1,4
169,Jan 2004,106.219,15.4081331187,1.5507580487,10.53,NA,NA,1.5507580487,10.53,NA,6.64,6.096698,26.22,54.4344,14.8550340042,28.9234,12.2,187.838328,9.8,1.347896,26.22,5.331229,17.817,1,4
170,Feb 2004,105.13,13.4451620183,1.5467094806,10.57,NA,NA,1.5467094806,10.57,NA,6.75,6.052262,24.93,54.9061,16.3920249782,28.5154,11.1,187.879058,9.4,1.328054,24.93,5.330565,17.9534,1,4
171,Mar 2004,106.3586,10.38,1.595174948,10.53,NA,NA,1.595174948,10.53,NA,NA,6.113879,23.19,56.6712,15.9317990498,28.5334,11.7,193.8063,9.4,1.318895,23.19,5.3295,17.2379,1,4
172,Apr 2004,106.84,10.1886025177,1.6313382447,10.58,NA,NA,1.6313382447,10.58,NA,NA,6.251286,23.41,58.2366,15.5257163295,28.6759,12,198.119038,9,1.356376,23.41,5.329,18.1192,1,4
173,May 2004,106.2,11.15,1.6303407714,10.26,NA,NA,1.6303407714,10.26,NA,NA,6.187494,24.27,58.8769,15.7966999928,28.9867,12.8,198.683992,8.9,1.506333,24.27,5.327374,17.3641,1,4
174,Jun 2004,102.9,11.94,1.6113692204,10.15,NA,NA,1.6113692204,10.15,NA,NA,6.071835,24.61,58.9555,16.7855339275,29.0315,11.6,196.942788,8.5,1.49376,24.61,5.322,16.6312,1,4
175,Jul 2004,101.2940909091,12.2347176077,1.5946859905,10.28,NA,NA,1.5946859905,10.28,NA,NA,6.007601,24.88,59.1964,16.0670423613,29.0817,11.2,195.488241,8.3,1.450553,24.88,5.3181,16.9894,1,4.25
176,Aug 2004,102.58,11.2670041245,1.6064600871,10.18,NA,NA,1.6064600871,10.18,NA,NA,6.048856,25.14,60.1169,15.1233636415,29.213,11.6,196.995069,8.2,1.474527,25.14,5.3136,17.1413,1,4.42
177,Sep 2004,102.42,11.1976118953,1.6008859716,9.99,NA,NA,1.6008859716,9.99,NA,NA,6.072877,24.02,60.6922,15.8045926547,29.2218,11.5,196.477719,8.1,1.5007,24.02,5.3097,17.0093,1,4.59
178,Oct 2004,100.6,10.971494409,1.5662873389,10.08,NA,NA,1.5662873389,10.08,NA,NA,6.046657,23.9,60.5124,14.9891271831,29.0776,10.9,192.2953,8.1,1.486398,23.9,5.3069,17.3053,1,4.75
179,Nov 2004,98.2421052632,11.9805128398,1.5057152838,10.31,NA,NA,1.5057152838,10.31,NA,NA,5.825222,23.73,59.4058,16.0840868782,28.5844,10.7,184.735032,8.1,1.446311,23.73,5.3063,17.7566,1,4.92
180,Dec 2004,94.5768181818,10.9750234823,1.4621589497,9.92,NA,NA,1.4621589497,9.92,NA,NA,5.637421,22.81,58.5724,15.5269340837,27.9201,10,179.312627,8,1.396644,22.81,5.3059,17.49,1,5.15
181,Jan 2005,96.8,11.82,1.4766320917,10,NA,NA,1.4766320917,10,NA,NA,5.747653,21.5,60.7775,16.0198013419,27.935,10.8,182.45274,8,1.3504,21.5,5.304648,18.12,1,5.25
182,Feb 2005,97.3295,12.39,1.5030357967,9.93,NA,NA,1.5030357967,9.93,NA,NA,5.781287,20.53,61.5812,17.125217929,27.9736,10.6,184.210417,8,1.309754,20.53,5.300011,16.84,1,5.49
183,Mar 2005,95.91,14,1.4829494226,9.92,NA,NA,1.4829494226,9.92,NA,NA,5.650418,19.99,61.1657,15.4813845734,27.616,10.5,181.524762,8,1.308021,19.99,5.292023,17.04,1,5.59
184,Apr 2005,97.337,13.5,1.5117587985,9.98,NA,NA,1.5117587985,9.98,NA,NA,5.714624,19.85,62.8115,15.3413986354,27.8205,10.3,185.285728,7.9,1.358855,19.85,5.19201,16.43,1,5.75
185,May 2005,98.2971428571,14.6,1.5410375736,9.59,NA,NA,1.5410375736,9.59,NA,NA,5.754607,19.54,64.3646,15.6157739826,27.9203,11,188.524332,7.8,1.366176,19.54,5.05,15.89,1,5.99
186,Jun 2005,101.65,10.62,1.6078487264,9.99,NA,NA,1.6078487264,9.99,NA,NA,6.003958,20.67,67.751,15.202779716,28.5042,10.9,196.680556,7.8,1.356458,20.67,5.05483,15.39,1,6.01
187,Jul 2005,101.2776190476,13.3,1.6249231223,9.9,NA,NA,1.6249231223,9.9,NA,NA,6.066461,20.52,68.887,15.0790735439,28.6888,10,198.941338,7.8,1.333844,20.52,5.053226,15.16,1,6.25
188,Aug 2005,99.17,14.49,1.5911459382,9.48,NA,NA,1.5911459382,9.48,NA,NA,5.982856,20.47,68.2935,13.4826213876,28.4756,10.5,194.919946,7.8,1.342379,20.47,5.05,15.17,1,6.43
189,Sep 2005,101.0318181818,12.54,1.5960550715,9.31,NA,NA,1.5960550715,9.31,NA,NA,6.060507,20.44,68.8327,15.3413986354,28.3645,10.5,195.277365,7.7,1.3365933,20.44,5.05,15.4,1,6.6
190,Oct 2005,102.2505,13.38,1.6279351005,9.18,NA,NA,1.6279351005,9.18,NA,NA,6.143595,20.42,70.7377,14.544653824,28.5472,10.6,199.250632,7.6,1.354857,20.42,5.05,16.11,1,6.75
191,Nov 2005,104.0594736842,13.36,1.6596195465,9.04,NA,NA,1.6596195465,9.04,NA,NA,6.252416,20.41,72.9253,15.202779716,28.7565,11.4,203.247,7.6,1.35664,20.41,5.05,16.15,1,7
192,Dec 2005,103.33,12.9,1.6497230467,9.03,NA,NA,1.6497230467,9.03,NA,NA,6.232461,20.42,72.438,16.8317346156,28.8111,11.1,202.1508,7.6,1.34902,20.42,5.05,16.39,1,7.16
193,Jan 2006,102.0547,12.3222218091,1.616102329,8.56,NA,NA,1.616102329,8.56,NA,NA,6.099054,19.96,71.7024,16.9675612231,28.4122,10.2,197.93862,7.6,1.33052,19.96,5.05,15.99,1,7.26
194,Feb 2006,102.56,13.0139935667,1.6383205578,8.44,NA,NA,1.6383205578,8.44,NA,NA,6.12846,19.5,72.9422,19.1013764282,28.1968,10.7,200.44493,7.6,1.3224321429,19.5,5.05,15.87,1,7.5
195,Mar 2006,102.06429,13.5250085729,1.6272310017,8.31,NA,NA,1.6272310017,8.31,NA,NA,6.10019,19.3,72.4865,17.37,27.8777,10.2,199.502026,7.6,1.33195,19.3,5.05,15.79,1,7.54
196,Apr 2006,100.25722,11.97,1.5940405666,8.09,NA,NA,1.5940405666,8.09,NA,NA,5.9755,18.31,70.7881,18.29,27.5724,10.7,195.935617,7.5,1.333155,18.31,5.05,15.65,1,7.75
197,May 2006,96.31318,12.13,1.5316887062,8.3,NA,NA,1.5316887062,8.3,NA,NA,5.699769,18.2,68.4285,18.2,27.0578,10.9,187.641144,7.4,1.4313951613,18.2,5.05,15.27,1,7.92
198,Jun 2006,97.18,11.28,1.5462400814,8.2,NA,NA,1.5462400814,8.2,NA,NA,5.722947,21.74,68.4373,19.28,26.9839,10.4,189.190177,7.4,1.5435306452,21.74,5.05,15.5,1,8.02
199,Jul 2006,96.688571,10.45,1.5420741635,7.93,NA,NA,1.5420741635,7.93,NA,NA,5.714387,23.77,66.064,19.02,26.915,10.1,188.893004,7.4,1.5501629032,23.77,5.05,14.98,1,8.25
200,Aug 2006,95.537826,11.96,1.5266622231,7.65,NA,NA,1.5266622231,7.65,NA,NA,5.679723,23.81,64.7175,17.65,26.7653,10.3,187.076231,7.4,1.4638516129,23.81,5.05,14.61,1,8.25
201,Sep 2006,96.7552380952,15.644769527,1.5367347476,7.73,NA,NA,1.5367347476,7.73,NA,NA,5.795937,23.81,65.1556,19.57,26.7442,10.5,188.056019,7.4,1.4805116667,23.81,5.05,14.6,1,8.25
202,Oct 2006,97.656,15.1966179063,1.5509340734,7.68,NA,NA,1.5509340734,7.68,NA,NA,5.861821,23.91,64.0478,19.16,26.8558,10,190.038028,7.2,1.4725145161,23.91,5.05,14.31,1,8.25
203,Nov 2006,96.5015,15.6101026291,1.5185455286,7.62,NA,NA,1.5185455286,7.62,NA,NA,5.710001,23.91,61.3425,18.71,26.6239,10.6,186.235248,7.3,1.4544866667,23.91,5.05,14.4,1,8.25
204,Dec 2006,93.672,12.1766003311,1.4802894938,7.66,NA,NA,1.4802894938,7.66,NA,NA,5.56573,23.55,59.6374,16.56,26.2865,10.5,181.38805,7.1,1.4269306452,23.55,5.05,15.06,1,8.25
205,Jan 2007,96.042,16.604143995,1.5047178105,7.5,NA,NA,1.5047178105,7.5,NA,NA,5.662532,23.53,61.332,15.48,26.4749,10,185.065,5.59,1.4227032258,23.53,5.05,14.22,1,8.25
206,Feb 2007,95.80059375,14.3822564279,1.496014367,7.49,NA,NA,1.496014367,7.49,NA,NA,5.639683,23.3,60.7114,16.22,26.3351,9.9,183.3004,5.6,1.3926089286,23.3,5.05,13.9,1,8.25
207,Mar 2007,95.318,12.3699227655,1.4770623743,7.42,NA,NA,1.4770623743,7.42,NA,NA,5.55913,23.3,61.0748,13.22,26.1108,10,NA,5.57,1.4044387097,23.3,5.05,13.98,1,8.25
208,Apr 2007,93.355,15.3814662999,1.447118617,7.28,NA,NA,1.447118617,7.28,NA,NA,5.482475,22.65,59.6103,13.28,25.842,9.8,NA,5.64,1.3559566667,22.65,5.05,14.05,1,8.25
209,May 2007,92.7072727273,14.8720232145,1.4475684579,7.09,NA,NA,1.4475684579,7.09,NA,NA,5.422621,22.64,60.3296,12.04,25.8183,9.5,NA,5.71,1.334316129,22.64,5.05,13.44,1,8.25
210,Jun 2007,91.7638095238,13.4657075919,1.4576018658,7.06,NA,NA,1.4576018658,7.06,NA,NA,5.467952,22.69,60.456,12.6,25.9256,9.5,NA,5.77,1.31834,22.69,5.05,14.14,1,8.25
211,Jul 2007,89.1813636364,13.4824846763,1.4260347696,7.13,NA,NA,1.4260347696,7.13,NA,NA,5.321551,22.67,58.7931,11.65,25.5564,9.2,NA,5.88,1.2800677419,22.67,5.05,13.92,1,8.25
212,Aug 2007,89.6830434783,14.6008019657,1.4358334779,7.05,NA,NA,1.4358334779,7.05,NA,NA,5.366679,22.64,58.818,11.26,25.6305,9.9,NA,6.14,1.3147645161,22.64,5.05,13.31,1,8.25
213,Sep 2007,89.1925,13.0827484016,1.4076890842,7.05,NA,NA,1.4076890842,7.05,NA,NA,5.275187,22.63,57.2022,11.79,25.3430499986,10.4,NA,6.25,1.25885,22.63,5.05,13.78,1,8.03
214,Oct 2007,86.0471428571,13.6854367182,1.374752907,7.04,NA,NA,1.374752907,7.04,NA,NA,5.149405,22.33,54.5654,11.39,24.8938974196,10.6,NA,6.22,1.1944935484,22.33,5.05,13.69,1,7.74
215,Nov 2007,83.0145,13.4217763119,1.3320766964,6.93,NA,NA,1.3320766964,6.93,NA,NA,5.004536,21.11,53.8698,11.38,24.4736820587,10.8,NA,6.18,1.1870233333,21.11,5.05,13.95,1,7.5
216,Dec 2007,83.0295,13.8467050776,1.3415624719,7.03,NA,NA,1.3415624719,7.03,NA,NA,5.022677,21.22,54.6797,11.13,24.5659149336,10.8,NA,6.4,1.1716080645,21.22,5.05,14.41,1,7.33
217,Jan 2008,83.389,15.5326097715,1.3289473684,7.1,NA,NA,1.3289473684,7.1,NA,NA,4.987008,21.19,55.6248,11.2881735372,24.5011,10.4,NA,6.22,1.1716080645,21.19,5.05,13.91,1,6.98
218,Feb 2008,83.8919047619,14.2852301013,1.3263461145,6.85,NA,NA,1.3263461145,6.85,NA,NA,4.933374,21.22,56.2935,12.82,24.5347,11,NA,6.15,1.1915017241,21.22,5.05,14.64,1,6
219,Mar 2008,80.3194444444,13.4993869668,1.2599065694,6.79,NA,NA,1.2599065694,6.79,NA,NA,4.689464,21.21,53.6003,14.59,23.7607,11.3,NA,6.24,1.2394564516,21.21,5.05,15.24,1,5.66
220,Apr 2008,77.7929,12.3991620599,1.2418430698,6.82,NA,NA,1.2418430698,6.82,NA,NA,4.606358,21.16,51.3448,16.36,23.5127,11.2,NA,6.47,1.2993333333,21.16,5.05,16.88,1,5.24
221,May 2008,78.4481,12.4071949928,1.257289199,6.84,NA,NA,1.257289199,6.84,NA,NA,4.663891,21.72,52.7081,16.34,23.7294,11,NA,6.63,1.2453,21.72,4.985613,17.48,1,5
222,Jun 2008,78.4567,13.6561451973,1.257619218,6.83,NA,NA,1.257619218,6.83,NA,NA,4.665242,22.85,51.5628,16.93,23.6376,11.3,NA,6.73,1.231195,22.85,4.851927,17.28,1,5
223,Jul 2008,77.24,12.4906772126,1.2402895945,6.92,NA,NA,1.2402895945,6.92,NA,NA,4.580458,23.1,49.697,16.47,23.3505,11.4,NA,6.83,1.2105725806,23.1,4.843074,17.05,1,5
224,Aug 2008,81.1243,12.0424468064,1.3066117898,6.86,NA,NA,1.3066117898,6.86,NA,NA,4.797094,23.09,51.0358,16.61,24.1314,11.8,NA,6.9,1.1761258065,23.09,4.844574,17.34,1,5
225,Sep 2008,85.6538,12.3173140459,1.3614337047,6.93,NA,NA,1.3614337047,6.93,NA,NA,4.955398,23.24,53.1941,17.35,25.2837,12.7,NA,7.04,1.23723,23.24,4.852997,16.84,1,5
226,Oct 2008,92.62,12.9939850613,1.4700409446,7.12,NA,NA,1.4700409446,7.12,NA,NA,5.355413,24.75,60.9542,17.02,26.3512,14.1,NA,7.32,1.4803016129,24.75,5.042977,19.1,1,4.56
227,Nov 2008,96.8421,13.4358413301,1.5362849067,7.26,NA,NA,1.5362849067,7.26,NA,NA,5.609362,25.71,67.9607,19.63,27.3101,15,NA,6.98,1.5929116667,25.71,6.004137,22.55,1,4
228,Dec 2008,90.957,11.1757190088,1.4357356864,7.42,NA,NA,1.4357356864,7.42,NA,NA,5.377415,25.72,64.7057,18.11,28.1314,15.5,NA,6.39,1.5427241935,25.72,7.581358,21.6,1,3.61
229,Jan 2009,94.617,11.7406248735,1.4772350474,7.44,NA,NA,1.4772350474,7.44,NA,NA,5.529454,21.17,70.3831,18.61,31.4715,17.1,NA,5.89,1.5946129032,21.17,7.7,26.52,1,3.25
230,Feb 2009,100.6495,11.3075225689,1.5299284592,7.46,NA,NA,1.5299284592,7.46,NA,NA,5.802756,18.49,73.2631,20.95,35.7597,16.6,NA,5.84,1.6587410714,18.49,7.7,27.9,1,3.25
231,Mar 2009,100.495,11.1176379699,1.5000492443,7.53,NA,NA,1.5000492443,7.53,NA,NA,5.710075,18.34,72.3567,17.38,34.6665,16.1,NA,6.02,1.7073096774,18.34,7.7,26.65,1,3.25
232,Apr 2009,98.8255,12.7501485585,1.482985573,7.77,NA,NA,1.482985573,7.77,NA,NA,5.624643,18.02,71.2437,17.3,33.5554,16,NA,6,1.6023716667,18.02,7.7,20.42,1,3.25
233,May 2009,96.7975,11.8135672092,1.4351504755,7.86,NA,NA,1.4351504755,7.86,NA,NA,5.408127,17.96,69.4272,15.75,32.0576,15.9,NA,6,1.5543290323,17.96,7.652981,18.48,1,3.25
234,Jun 2009,93.5928571429,12.4659890433,1.3954909632,8.1,NA,NA,1.3954909632,8.1,NA,NA,5.208034,17.98,66.8003,15.2,31.0262,15.6,NA,5.98,1.5419833333,17.98,7.615773,18.45,1,3.25
235,Jul 2009,92.0826,11.9287859926,1.3884144649,8.12,NA,NA,1.3884144649,8.12,NA,NA,5.197322,17.35,66.1601,13.61,31.5152,14.9,NA,5.84,1.5166774194,17.35,7.648132,17.24,1,3.25
236,Aug 2009,91.8852,12.8570820334,1.370841723,8.2,NA,NA,1.370841723,8.2,NA,NA,5.140614,17.1,65.405,13.61,31.6275,15.2,NA,5.88,1.483,17.1,7.806613,17.47,1,3.25
237,Sep 2009,92.0452380952,15.8902,1.343317605,8.28,NA,NA,1.343317605,8.28,NA,NA,5.0309,16.89,64.1077,14.37,30.8114,14.7,NA,5.91,1.4866833333,16.89,7.999017,17.77,1,3.25
238,Oct 2009,92.4238095238,14.9477011927,1.3201590249,8.21,NA,NA,1.3201590249,8.21,NA,NA,4.890609,16.16,62.8778,13.35,29.4748,14.1,NA,6.01,1.467816129,16.16,8.000168,19.28,1,3.25
239,Nov 2009,92.3389473684,12.9106221218,1.3114278636,8.12,NA,NA,1.3114278636,8.12,NA,NA,4.8852,16.11,63.2093,12.73,28.9831,13.8,NA,NA,1.483875,16.11,7.9944,20.59,1,3.25
240,Dec 2009,93.9842857143,12.2013402809,1.3396944163,8.1,NA,NA,1.3396944163,8.1,NA,NA,4.979623,16.22,65.7332,11.78,29.9354,13.7,NA,NA,1.5021177419,16.22,7.9778,19.59,1,3.25
241,Jan 2010,96.8431578947,12.3652004538,1.3706054869,8.06,NA,NA,1.3706054869,8.06,NA,NA,5.09849,15.87,68.1602,11.52,29.9437,13.9,NA,NA,1.4724612903,15.87,7.996958,18.3,1,3.25
242,Feb 2010,101.3365,13.6602695455,1.429252667,7.87,NA,NA,1.429252667,7.87,NA,NA,5.327413,15.92,72.22,12.68,30.1884,12.7,NA,NA,1.5150178571,15.92,8.000261,18.59,1,3.25
243,Mar 2010,102.5072727273,16.4322837948,1.4388949287,7.71,NA,NA,1.4388949287,7.71,NA,NA,5.346701,15.93,73.456,11.26,29.5644,11.8,NA,NA,1.5310177419,15.93,7.9671,17.5356,1,3.25
244,Apr 2010,103.0236363636,14.8146599548,1.4587338454,7.68,NA,NA,1.4587338454,7.68,NA,NA,5.405008,15.82,74.0583,10.85,29.198,11.4,NA,NA,1.4886533333,15.82,7.925713,16.7878,1,3.25
245,May 2010,108.7328571429,14.9944245997,1.5573347168,7.63,NA,NA,1.5573347168,7.63,NA,NA,5.752744,15.91,80.5496,10.35,30.3512022253,11.3,NA,NA,1.5419677419,15.91,7.925723,15.7883,1,3.25
246,Jun 2010,111.885,12.8025175515,1.6022027739,7.57,NA,NA,1.6022027739,7.57,NA,NA,5.921915,15.95,84.6696,10.58,31.1673803131,11.4,NA,NA,1.5738916667,15.95,7.915733,15.3704,1,3.25
247,Jul 2010,106.6304545455,11.8297,1.5306019478,8.19,NA,NA,1.5306019478,8.19,NA,NA,5.667137,15.72,82.0038,10.74,30.6847,10.5,NA,NA,1.5369225806,15.72,7.901555,14.5949,1,3.25
248,Aug 2010,105.5927272727,11.7003624814,1.5172501534,8.27,NA,NA,1.5172501534,8.27,NA,NA,5.613821,15.78,81.5721,11.65,30.3421056161,10,NA,NA,1.5071258065,15.78,7.890297,13.8828,1,3.25
249,Sep 2010,104.8057142857,10.7627906921,1.4965536731,8.04,NA,NA,1.4965536731,8.04,NA,NA,5.593489,15.78,80.8842,16.15,30.8359723136,9.7,NA,NA,1.4918416667,15.78,7.910343,14.6472,1,3.25
250,Oct 2010,99.6,11.5662941165,1.4073711953,7.93,NA,NA,1.4073711953,7.93,NA,NA,5.270324,13.82,76.5438,16.67,30.319766991,8.9,NA,NA,1.422983871,13.82,7.910494,14.8861,1,3.25
251,Nov 2010,101.33,11.2521343375,1.4324594581,7.87,NA,NA,1.4324594581,7.87,NA,NA,5.38424,13.83,78.2939,17.68,30.9672,9.1,NA,NA,1.4359,13.83,7.927793,14.0578,1,3.25
252,Dec 2010,104.95,11.6873210966,1.479613975,7.84,NA,NA,1.479613975,7.84,NA,NA,5.594845,12.9,80.3357,17.3,30.8521566006,9.1,NA,NA,1.5164,12.9,7.955703,15.9798,1,3.25
253,Jan 2011,103.84,14.0379841657,1.4639446108,7.78,NA,NA,1.4639446108,7.78,NA,NA,5.537878,12.08,78.6004,18.67,30.0843,8.6,NA,NA,1.5609,12.08,7.949697,14.4304,1,3.25
254,Feb 2011,102.2735,21.2216937104,1.4329474687,7.7,NA,NA,1.4329474687,7.7,NA,NA,5.431365,12.15,75.7607,18.7,29.2942,8.7,NA,NA,1.5874,12.15,7.940793,13.9813,1,3.25
255,Mar 2011,100.1657142857,11.1809393221,1.3971212229,7.54,NA,NA,1.3971212229,7.54,NA,NA,5.285354,12.16,73.8216,18.4,28.4308,8.7,NA,NA,1.576,12.16,7.943965,14.8681,1,3.25
256,Apr 2011,97.89,11.6919686995,1.3542653335,7.49,NA,NA,1.3542653335,7.49,NA,NA,5.105235,12.9,70.2272,18.64,28.103965817,8.4,NA,NA,1.5179,12.9,7.96495,14.7169,1,3.25
257,May 2011,98.7854545455,11.1686952001,1.363163777,7.46,NA,NA,1.363163777,7.46,NA,NA,5.1423,14.75,68.6413,18.03,27.8695647993,8,NA,NA,1.5708,14.75,7.974597,15.0426,1,3.25
258,Jun 2011,98.6504545455,12.6907356506,1.3593480663,7.54,NA,NA,1.3593480663,7.54,NA,NA,5.148899,14.89,69.3454,19.38,27.9840581618,8.6,NA,NA,1.5982,14.89,7.97325,15.8322,1,3.25
259,Jul 2011,97.9752380952,11.1999938915,1.3724203607,7.39,NA,NA,1.3724203607,7.39,NA,NA,5.193281,15.01,71.578,19.1,27.8998790161,7.9,NA,NA,1.6506,15.01,7.971203,15.2089,1,3.25
260,Aug 2011,97.48,11.6336103515,1.3636642655,7.41,NA,NA,1.3636642655,7.41,NA,NA,5.192441,14.99,71.3588,17.84,28.7673,7.9,NA,NA,1.7543,14.99,7.971123,15.5927,1,3.25
261,Sep 2011,102.02,11.5665987984,1.4225525599,7.31,NA,NA,1.4225525599,7.31,NA,NA,5.420572,14.92,73.4088,18.45,30.4905,8,NA,NA,1.7902,14.92,7.97283,16.0517,1,3.25
262,Oct 2011,102.764,10.8905184349,1.4269881781,7.16,NA,NA,1.4269881781,7.16,NA,NA,5.467645,15.13,73.4005,18.9,31.3511884787,8.6,NA,NA,1.8264,15.13,7.974674,18.7746,1,3.25
263,Nov 2011,103.817,11.3926661742,1.4427781061,7.26,NA,NA,1.4427781061,7.26,NA,NA,5.512767,15.28,75.7052,17.5,30.8597,8.8,NA,NA,1.8029433333,15.28,7.98392,18.9633,1,3.25
264,Dec 2011,105.0780952381,10.5097787862,1.4840450786,7.14,NA,NA,1.4840450786,7.14,NA,NA,5.6887,16.34,78.1529,17.17,31.4526401783,9.3,NA,NA,1.8638112903,16.34,7.989752,17.904,1,3.25
265,Jan 2012,107.1033333333,11.1435100798,1.5155598605,7.634,NA,NA,1.5155598605,7.634,NA,NA,5.846617,16.38,81.4112,16.13,31.5095093616,8.8,NA,NA,1.8379225806,16.38,7.989794,16.4195,1,3.25
266,Feb 2012,105.3247619048,9.9073622694,1.4790003026,7.0346666667,NA,NA,1.4790003026,7.0346666667,NA,NA,5.733239,16.37,81.703,17.58,29.8819592332,8.9,NA,NA,1.7543448276,16.37,7.988448,16.0629,1,3.25
267,Mar 2012,105.9735,12.6775296241,1.4815771536,7.579,NA,NA,1.4815771536,7.579,NA,NA,5.709035,16.36,83.9011,18.02,29.3958,9.2,NA,NA,1.7839983871,16.36,7.986242,16.0339,1,3.25
268,Apr 2012,106.3476190476,11.3301039003,1.4859671783,7.419,NA,NA,1.4859671783,7.419,NA,NA,5.691287,16.34,84.7767,18.2,26.4265550642,9,NA,NA,1.7821266667,16.34,7.98672,15.5042,1,3.25
269,May 2012,108.9622727273,11.276105981,1.5293065053,7.4903333333,NA,NA,1.5293065053,7.4903333333,NA,NA,5.870676,16.34,88.5107,18.06,30.6482,8.9,NA,NA,1.8024145161,16.34,7.990777,15.558,1,3.25
270,Jun 2012,110.4842857143,10.7750924326,1.5614162542,7.3333333333,NA,NA,1.5614162542,7.3333333333,NA,NA,6.02671,16.32,92.3281,17.33,32.9132,9.3,NA,NA,1.8207316667,16.32,7.9925,18.1042,1,3.25
271,Jul 2012,111.7686363636,11.7805214605,1.5921768171,7.473,NA,NA,1.5921768171,7.473,NA,NA,6.089386,16.28,94.6657,18.43,32.5,9.5,NA,NA,1.80905,16.28,7.992871,19.7743,1,3.25
